0.38 1518.36  DM_over_rs
0.38 81.5095  bao_Hz_rs
0.38 0.49749  f_sigma8
0.51 1977.44  DM_over_rs
0.51 90.4474  bao_Hz_rs
0.51 0.457523 f_sigma8
