1.60668366e-02 3.79811425e-03
2.32917785e-02 5.29696199e-03
3.05167203e-02 7.89960091e-03
3.77416622e-02 1.30812577e-02
4.49666040e-02 1.76318398e-02
5.21915458e-02 2.27329164e-02
5.94164877e-02 2.87095566e-02
6.66414295e-02 3.58837995e-02
7.38663714e-02 4.33227984e-02
8.10913132e-02 5.16714913e-02
8.83162551e-02 6.07879012e-02
9.55411969e-02 7.18125167e-02
1.02766139e-01 8.34725485e-02
1.09991081e-01 9.72448220e-02
1.17216022e-01 1.14739409e-01
1.24440964e-01 1.33414088e-01
1.31665906e-01 1.56700522e-01
1.38890848e-01 1.81262733e-01
1.46115790e-01 2.10877080e-01
1.53340732e-01 2.43003238e-01
1.60565673e-01 2.80116455e-01
1.67790615e-01 3.22811875e-01
1.75015557e-01 3.67938435e-01
1.82240499e-01 4.11360624e-01
1.89465441e-01 4.57316067e-01
1.96690383e-01 5.03255475e-01
2.03915324e-01 5.46137898e-01
2.11140266e-01 5.97814123e-01
2.18365208e-01 6.42950782e-01
2.25590150e-01 6.90164429e-01
2.32815092e-01 7.33956078e-01
2.40040034e-01 7.73713308e-01
2.47264976e-01 8.14077865e-01
2.54489917e-01 8.42980914e-01
2.61714859e-01 8.74684377e-01
2.68939801e-01 9.03999828e-01
2.76164743e-01 9.28518243e-01
2.83389685e-01 9.49504970e-01
2.90614627e-01 9.64755537e-01
2.97839568e-01 9.79165240e-01
3.05064510e-01 9.88909814e-01
3.12289452e-01 9.96377067e-01
3.19514394e-01 1.00000000e+00
3.26739336e-01 9.96242460e-01
3.33964278e-01 9.82972652e-01
3.41189219e-01 9.72542185e-01
3.48414161e-01 9.58806241e-01
3.55639103e-01 9.34265972e-01
3.62864045e-01 9.08853061e-01
3.70088987e-01 8.78172764e-01
3.77313929e-01 8.39933601e-01
3.84538871e-01 7.99526980e-01
3.91763812e-01 7.48118480e-01
3.98988754e-01 7.02329218e-01
4.06213696e-01 6.59536878e-01
4.13438638e-01 6.10837509e-01
4.20663580e-01 5.63371901e-01
4.27888522e-01 5.17680928e-01
4.35113463e-01 4.71746238e-01
4.42338405e-01 4.24841913e-01
4.49563347e-01 3.78849815e-01
4.56788289e-01 3.38510134e-01
4.64013231e-01 3.05454525e-01
4.71238173e-01 2.70756744e-01
4.78463114e-01 2.39274752e-01
4.85688056e-01 2.13249097e-01
4.92912998e-01 1.87418528e-01
5.00137940e-01 1.63734144e-01
5.07362882e-01 1.43740039e-01
5.14587824e-01 1.22484594e-01
5.21812765e-01 1.03327497e-01
5.29037707e-01 8.51706085e-02
5.36262649e-01 6.79988340e-02
5.43487591e-01 5.25877217e-02
5.50712533e-01 4.05211225e-02
5.57937475e-01 3.12848888e-02
5.65162417e-01 2.47400068e-02
5.72387358e-01 1.98172900e-02
5.79612300e-01 1.54652682e-02
5.86837242e-01 1.25696954e-02
5.94062184e-01 1.03271781e-02
6.01287126e-01 8.30032069e-03
6.08512068e-01 6.80152420e-03
6.15737009e-01 5.12175767e-03
6.22961951e-01 3.58100240e-03
6.30186893e-01 2.43230321e-03
6.37411835e-01 1.59201125e-03
6.44636777e-01 1.10687961e-03
6.51861719e-01 7.49992618e-04
6.59086660e-01 4.01220227e-04
6.66311602e-01 1.75840524e-04
6.73536544e-01 7.32023253e-05
6.80761486e-01 1.23173984e-04
6.87986428e-01 4.94392698e-05
6.95211370e-01 3.56246640e-05
7.02436311e-01 1.05683214e-04
7.09661253e-01 4.56442270e-05
7.16886195e-01 3.08457991e-05
7.24111137e-01 2.02686576e-05
7.31336079e-01 2.44422817e-05
